178.25	145.893	
158.25	130.583	
148.2	130.03	
140.95	125.784	
145.05	125.784	
140	122.726	
134.65	115.358	
135.95	115.358	
138.75	109.669	
131.1	102.606	
125.05	99.8291	
115.9	92.5842	
108.8	86.8994	
107.15	86.8994	
100.55	83.6414	
114.6	83.6414	
108.5	83.6414	
105.25	83.6414	
111.15	81.8209	
105.3	81.8209	
104.65	81.8209	
107.3	80.1729	
109.85	79.1744	
101.4	79.1744	
103.55	79.1744	
112.1	79.1744	
107.15	79.1744	
108.1	79.1744	
108.9	79.1744	
109.9	79.1744	
107.25	79.1744	
102.45	79.1744	
111.3	79.1744	
107.2	79.1744	
105.2	79.1744	
113.95	79.1744	
106.2	79.1744	
103.65	75.3389	
107.5	75.3389	
98.3	75.3389	
106.65	75.3389	
109.7	75.3389	
103.4	75.3389	
109.05	75.3389	
107.95	75.3389	
98.95	75.3389	
99.65	75.3389	
103.25	75.3389	
103.25	75.3389	
95.75	75.3389	
104.9	75.3389	
94.6	75.3389	
94.1	75.3389	
98.7	75.3389	
98.8	75.3389	
96.35	75.3389	
96.65	75.3389	
99.65	75.3389	
100.85	75.3389	
108.45	75.3389	
109.85	75.3389	
110.85	75.3389	
107.5	75.3389	
100.65	75.3389	
104.7	75.3389	
94.15	75.3389	
107.8	75.3389	
104.7	75.3389	
95.4	75.3389	
99.4	75.3389	
100.7	75.3389	
98.25	75.3389	
97.1	75.3389	
94.85	75.3389	
94.4	75.3389	
102.1	75.3389	
93	75.3389	
98.75	75.3389	
94.35	75.3389	
99.1	75.3389	
102.5	75.3389	
98.45	75.3389	
100.2	75.3389	
99.85	75.3389	
101.55	75.3389	
102.65	75.3389	
100.75	75.3389	
103.3	75.3389	
98.85	75.3389	
98.3	75.3389	
100.65	75.3389	
107	75.3389	
97.5	75.3389	
101.95	75.3389	
98.2	75.3389	
104.4	75.3389	
96.7	75.3389	
100.25	75.3389	
95.9	75.3389	
100.65	75.3389	
101.1	75.3389	
98.85	75.3389	
96.95	75.3389	
106.55	75.3389	
94.55	75.3389	
97.55	75.3389	
98.8	75.3389	
96.55	75.3389	
95.05	75.3389	
100	75.3389	
96.6	75.3389	
97.7	75.3389	
102.45	75.3389	
97.6	75.3389	
102.15	75.3389	
98.95	75.3389	
105.1	75.3389	
98.65	75.3389	
101.35	75.3389	
94.85	72.9486	
94.85	72.5011	
101.35	72.5011	
95.5	68.9526	
87.05	68.9526	
93.8	68.9526	
97.95	68.9526	
94.85	68.9526	
96.2	68.9526	
93.55	68.9526	
94.4	68.9526	
99.45	68.9526	
95.45	68.9526	
89.4	68.9526	
100.3	68.9526	
98.75	68.9526	
95.65	68.9526	
94.6	68.9526	
88.35	68.9526	
91.9	68.9526	
98.1	68.9526	
93.15	68.9526	
89.8	68.5987	
94.8	68.5987	
95.3	68.5987	
96.75	68.5987	
96.65	68.5987	
102.3	68.5987	
94.15	68.5987	
106.4	68.5987	
87.1	68.5987	
97.5	68.5987	
98.45	68.5987	
93.8	68.5987	
101.05	68.5987	
100.5	67.0959	
94.65	67.0959	
98.75	67.0959	
95.35	67.0959	
101.6	67.0959	
100.1	67.0959	
101.1	67.0959	
103.05	67.0959	
100.3	67.0959	
95.75	67.0959	
93.1	67.0959	
103.15	67.0959	
91.7	67.0959	
94.75	67.0959	
98.15	67.0959	
90	67.0959	
91.75	67.0959	
92.75	67.0959	
96.45	67.0959	
92	67.0959	
96.6	67.0959	
98.9	67.0959	
99.6	67.0959	
99.05	67.0959	
95.5	67.0959	
97.8	67.0959	
88.55	67.0959	
91.35	67.0959	
88.35	67.0959	
90.4	67.0959	
98.6	67.0959	
96.5	67.0959	
91.6	67.0959	
94.25	67.0959	
